id,question,source,choice1,choice2,choice3,choice4,answer
415,江戸文学において「黄表紙」の作者として知られる、恋川春町の代表作はどれか,江戸時代,金々先生栄華夢,好色一代男,雨月物語,八つ墓村,1
416,江戸時代の俳諧師で、「写生」を重んじ『新花摘』などを著した作者は誰か,江戸時代,松尾芭蕉,与謝蕪村,小林一茶,井原西鶴,2
417,洒落本の代表的作者であり、後に寛政の改革で弾圧を受けた人物は誰か,江戸時代,山東京伝,曲亭馬琴,十返舎一九,式亭三馬,1
418,義太夫節を創始し、近松門左衛門と協力して浄瑠璃を盛り立てた人物は誰か,江戸時代,竹本義太夫,宗祇,世阿弥,出雲阿国,1
419,『万葉集』の編纂において、それまでの「ますらをぶり」から「たをやめぶり」へと移り変わる第四期の中心歌人は誰か,奈良時代,山上憶良,柿本人麻呂,大伴家持,山部赤人,3
420,『古今和歌集』の六歌仙のうち、唯一の僧侶であり「わびぬれば今はた同じ難波なる…」の歌で知られるのは誰か,平安時代,喜撰法師,遍昭,良岑宗貞,文屋康秀,1
421,『源氏物語』の「宇治十帖」において、薫と匂宮の間で揺れ動き、最後は入水を図るヒロインは誰か,平安時代,大君,中君,浮舟,女三の宮,3
422,『枕草子』において、清少納言が仕えた中宮定子の父であり、一家の繁栄と没落の契機を作った政治家は誰か,平安時代,藤原道長,藤原道隆,藤原兼家,藤原実資,2
423,『落窪物語』の文学史上の性格として、後の『源氏物語』にも影響を与えたとされる類型はどれか,平安時代,歌物語,継子いじめ物語,作り物語（伝奇）,歴史物語,2
424,『大鏡』において、雲林院の菩提講で語り合う二人の老人の名前の組み合わせとして正しいものはどれか,平安時代,大宅世継・夏山繁樹,紀静子・小野良実,藤原実資・藤原道長,阿部清明・蘆屋道満,1
425,『栄花物語』が藤原道長の栄華を肯定的に描いたのに対し、批判的・客観的視点（鏡物）で描いた最初の歴史物語はどれか,平安時代,今鏡,水鏡,大鏡,増鏡,3
426,『和泉式部日記』において、亡き弾正尹宮に代わって和泉式部のもとを訪れる弟宮は誰か,平安時代,敦道親王,敦康親王,居貞親王,具平親王,1
427,『方丈記』の成立（1212年）とほぼ同時期に編纂された、中世歌論の頂点とされる藤原定家の歌学書はどれか,鎌倉時代,近代秀歌,毎月抄,無名抄,歌論乙夜,1
428,『徒然草』第137段「花はさかりに」において、兼好法師が提示した「不完全なもの、去りゆくもの」に美を見出す美意識を何と呼ぶか,鎌倉時代,幽玄,余白・中途の美（無常の美）,もののあはれ,雅（みやび）,2
429,鴨長明が『方丈記』以前に著した、和歌の指導書（歌論書）として正しいものはどれか,鎌倉時代,無名抄,八雲御抄,井蛙抄,竹向きが記,1
430,『新古今和歌集』の撰者五人のうち、唯一の僧侶であり、後に『愚管抄』を著した人物は誰か,鎌倉時代,西行,慈円,寂蓮,藤原家隆,2
431,『平家物語』の諸本のうち、平家の滅亡後、建礼門院が語る後日談を含み、最も文学的完成度が高いとされる系統はどれか,鎌倉時代,延慶本,灌頂巻（かんじょうのまき）,四部合戦状,読み本系,2
432,世阿弥が『風姿花伝』において、年齢に応じた修行のあり方を説いた中で、一生涯持ち続けるべき「初心」を指す有名な句はどれか,室町時代,初心忘るべからず,時分の花,秘すれば花,老骨に花あり,1
433,『とはずがたり』の作者であり、後深草院に仕えた後、出家して各地を漂泊した女性は誰か,鎌倉・室町時代,阿仏尼,後深草院二条,菅原孝標女,右大将道綱母,2
434,室町時代に流行した「ささめごと」の著者であり、連歌に高い精神性（幽玄）を求めた連歌師は誰か,室町時代,宗祇,心敬,肖柏,兼載,2
435,江戸時代中期、賀茂真淵や本居宣長らによって確立された、古文学を実証的に研究し、古代の精神を追求する学問を何と呼ぶか,江戸時代,朱子学,国学,陽明学,考証学,2
436,本居宣長が『紫文要領』や『源氏物語玉の小櫛』において、平安文学の本質として提唱した概念はどれか,江戸時代,幽玄,勧善懲悪,もののあはれ,雅び,3
437,上田秋成が『雨月物語』において、漢籍や日本の古典を自在に織り交ぜて構築した文体を何と呼ぶか,江戸時代,雅俗折衷体,和漢混交の擬古文,口語体,漢文直訳体,2
438,松尾芭蕉の『去来抄』において語られる、俳諧の理想的な境地として「高く心を悟りて俗に帰る」ことを指す言葉はどれか,江戸時代,しおり,高悟帰俗,軽み,不易流行,2
439,『万葉集』の代表的歌人で「貧窮問答歌」を著し、社会的な矛盾や民衆の苦悩を詠んだのは誰か,奈良時代,柿本人麻呂,山上憶良,山部赤人,大伴旅人,2
440,『竹取物語』において、かぐや姫が五人の貴公子に求めた「火鼠の皮衣」を差し出そうとして失敗したのは誰か,平安時代,石作皇子,車持皇子,阿倍御主人,大伴大納言,3
441,『浜松中納言物語』や『夜の寝覚』の作者と推定され、菅原孝標女の親族にあたる女性は誰か,平安時代,菅原孝標女（本人またはその周辺）,和泉式部,赤染衛門,伊勢大輔,1
442,『大鏡』の記述形式において、語り手である世継と繁樹の対話を傍らで聞き、批判的な補足を行う若者の名は何か,平安時代,夏山繁樹,藤原若成（または「夏山繁樹の隣にいる若侍」）,大宅世継,藤原実資,2
443,『今昔物語集』と並ぶ平安末期の説話集で、保元の乱直前の貴族社会の逸話を多く収めた源隆国編とされる書はどれか,平安時代,宇治拾遺物語,今昔物語（本朝部）,古今著聞集,江談抄,4
444,『栄花物語』が編年体で記されているのに対し、紀伝体（人物中心）を採用して道藤原氏の歴史を批判的に検証した「鏡物」はどれか,平安時代,水鏡,今鏡,大鏡,増鏡,3
445,『とはずがたり』が再発見されるまで、鎌倉時代の女流日記の最高峰とされていた、阿仏尼が領地訴訟のために鎌倉へ下る道中を記した作品はどれか,鎌倉時代,十六夜日記,更級日記,建礼門院右京大夫集,うたたね,1
446,『蜻蛉日記』の作者「右大将道綱母」が、夫・藤原兼家との冷え切った関係や自らの苦悩を綴る際に用いた、現実を直視する記述態度を何と呼ぶか,平安時代,写実的内省,虚構的物語,宗教的隠遁,雅びの追求,1
447,『平家物語』において、平清盛の死後に平家を都落ちさせ、後に源義仲と対立して滅びゆく「平家の嫡流」の当主は誰か,鎌倉時代,平重盛,平宗盛,平知盛,平維盛,2
448,『方丈記』の冒頭、「ゆく河の流れは絶えずして、しかももとの水にあらず」のフレーズに象徴される、中世文学の底流にある思想は何か,鎌倉時代,儒教的倫理,仏教的無常観,道教的養生,神道的潔癖,2
449,『徒然草』第52段「仁和寺にある法師」において、石清水八幡宮を参拝しようとして、麓の極楽寺などで満足して帰ってしまう滑稽な失敗を何と呼ぶか,鎌倉時代,幽玄,連れなき誤り（先達の重要性）,もののあはれ,世捨て人の悲しみ,2
450,『新古今和歌集』の代表的歌人で、「見渡せば花も紅葉もなかりけり」と詠み、三夕の歌の一人に数えられるのは誰か,鎌倉時代,西行,藤原定家,寂蓮,式子内親王,2
451,『増鏡』が描く歴史の範囲として正しいものはどれか,室町時代,平安朝の全盛期,源平の合戦,後鳥羽上皇の即位から後醍醐上皇の隠岐脱出まで,室町幕府の成立過程,3
452,世阿弥が『風姿花伝』において、観客に感動を与える芸の旬を指して用いた言葉はどれか,室町時代,初心,時分の花,真実の花,秘すれば花,2
453,『正法眼蔵』の著者であり、鎌倉時代に曹洞宗を日本に伝え、言葉を超えた真理を深い哲学的散文で記したのは誰か,鎌倉時代,道元,親鸞,日蓮,栄西,1
454,『十訓抄』や『古今著聞集』など、鎌倉時代に数多く編纂された、道徳的教訓や歴史的逸話を収めたジャンルを何と呼ぶか,鎌倉時代,軍記物語,世俗説話集,私日記,歌論書,2
455,『平家物語』の「一の谷の合戦」において、熊谷直実に討たれる平家の若武者は誰か,鎌倉時代,平知盛,平敦盛,平教経,平重衡,2
456,『無名抄』において鴨長明が、和歌における言葉以上の余韻や深い趣を指して重視した概念はどれか,鎌倉時代,写生,幽玄（余情）,雅び,滑稽,2
457,本居宣長が、日本最古の歴史書『古事記』を解読し、35年をかけて完成させた注釈書の題名は何か,江戸時代,古事記伝,古事記傳,日本書紀通証,万葉考,2
458,『雨月物語』の「浅茅が宿」や「吉備津の釜」に見られる、戦国時代の荒廃した世相と人間の情念を重ね合わせた描写手法を何と呼ぶか,江戸時代,勧善懲悪,翻案（本歌取り的小説手法）,写生,滑稽,2
459,松尾芭蕉が『おくのほそ道』の旅に出るきっかけとなった、平安時代の歌人・佐藤継信の忠義や西行の足跡を辿る旅の目的を何と呼ぶか,江戸時代,遊歴,古跡（歌枕）の確認,隠遁,布教,2
460,『南総里見八犬伝』において、八人の剣士が持つ「仁・義・礼・智・忠・信・孝・悌」の文字が刻まれた珠を何と呼ぶか,江戸時代,霊珠,数珠の玉（伏姫の珠）,宝玉,神珠,2
461,『好色一代男』において、主人公・世之介が一生のうちに交わった女性の人数や、最後に「好色丸」で旅立つ行き先として正しいのはどこか,江戸時代,蓬萊島,女護の島,竜宮城,極楽浄土,2
462,江戸時代、契沖が『万葉代匠記』において、文献学的な手法で古典を研究した学問的態度の先駆は何と呼ばれるか,江戸時代,国学の端緒,考証学,朱子学,本草学,1
463,『春雨物語』の作者で、晩年の上田秋成が『雨月物語』の怪異から離れ、より冷徹な人間観察と古典批判を見せた作品群を何と呼ぶか,江戸時代,写実的怪異小説,合理主義的読本,歴史小説,随筆,2
464,『万葉集』の歌人で「東歌（あずまうた）」や「防人歌（さきもりうた）」を収集・編纂し、庶民の素朴な感情を記録に残したとされる編者は誰か,奈良時代,山上憶良,柿本人麻呂,大伴家持,高橋虫麻呂,3
465,『竹取物語』において、車持皇子が「蓬萊の玉の枝」を偽造した際、その偽物が露見する直接のきっかけとなった出来事は何か,平安時代,かぐや姫が見破った,帝が鑑定した,職人たちが賃金を請求しに来た,嵐で枝が壊れた,3
466,『古今和歌集』の編者の一人で、現存する最古の歌論書『力王（ちから）の言葉』などの流れを汲む「真名序」を執筆したのは誰か,平安時代,紀貫之,凡河内躬恒,紀淑望,壬生忠岑,3
467,『伊勢物語』の「東下り」の段において、主人公が隅田川で見た、都を思い出すきっかけとなった鳥は何か,平安時代,カモメ,都鳥（ユリカモメ）,シラサギ,ウグイス,2
468,『源氏物語』の「若紫」の段において、光源氏が幼い紫の上を見出した場所（北山の僧坊）へ赴いた本来の目的は何か,平安時代,密会のため,瘧病（わらわやみ）の加持祈祷のため,狩猟のため,出家の相談のため,2
469,『大鏡』において、藤原道長が自らの栄華を詠んだ「この世をばわが世とぞ思う…」の歌（望月の歌）を記録している、道長の側近が記した日記はどれか,平安時代,権記,御堂関白記,小右記,紫式部日記,2
470,『宇治拾遺物語』に収められ、後に芥川龍之介の小説『鼻』の題材となった、大きな鼻を持つ僧侶が登場する説話はどれか,鎌倉時代,袴垂の事,池尾の禅師の事,児の飴食ひの事,わらしべ長者,2
471,『落窪物語』の主人公・落窪の君を執拗にいじめる継母の呼称として正しいものはどれか,平安時代,北の方,二の宮の北の方（または「あこぎ」の敵役）,東の対,少納言の乳母,2
472,『平家物語』の「宇治川の先陣」において、名馬「生食（いけずき）」と「磨墨（するすみ）」に乗って先陣を争った二人の武将は誰か,鎌倉時代,源義経・源範頼,佐々木高綱・梶原景季,畠山重忠・和田義盛,那須与一・平景清,2
473,『方丈記』の作者・鴨長明が、出家する直接の動機となった、下鴨神社の摂社である河合神社の職を巡る相論の相手は誰か,鎌倉時代,源頼朝,鴨祐兼,後鳥羽院,藤原定家,2
474,『徒然草』第19段「折節の移りゆくこそ」において、兼好法師が「もののあはれ」を最も深く感じる季節として挙げているのはどれか,鎌倉時代,春,夏,秋（の夕暮れ）,冬,3
475,『新古今和歌集』の歌風を象徴する、言葉を省略し余韻を残す技法「体言止め」や「七五調の反転」などを多用した代表的歌人は誰か,鎌倉時代,西行,式子内親王,藤原良経,慈円,2
476,『十六夜日記』の作者・阿仏尼が、実子である冷泉為相の相続を争った、亡夫・藤原為家の先妻の子（嫡男）は誰か,鎌倉時代,藤原為氏,藤原為顕,藤原為家,藤原定家,1
477,世阿弥が『風姿花伝』に続く芸論『花鏡』において提示した、自分を客観的に見る視点を指す言葉はどれか,室町時代,我見,離見の見,初心,幽玄,2
478,『太平記』において、楠木正成が足利尊氏の大軍を迎撃するために、後醍醐天皇に提案した作戦（却下されたもの）は何か,室町時代,都を一時離れ、山崎で挟み撃ちにする,籠城戦に徹する,降伏して再起を待つ,暗殺を試みる,1
479,室町時代の「御伽草子」のうち、一寸ぼうしや浦島太郎など、異類との婚姻や立身出世を扱う物語の系統を何と呼ぶか,室町時代,公家物,庶民物（または「異類物」）,僧侶物,武家物,2
480,連歌において、一句の中に同じ言葉や似た概念が近接して現れることを禁じた複雑なルールを何と呼ぶか,室町時代,式目,賦物（ふもの）または「去嫌（さりきらい）」,連句,千句,2
481,鎌倉時代の和歌集『金槐和歌集』の作者であり、万葉調の力強い歌を詠んだ鎌倉幕府第三代将軍は誰か,鎌倉時代,源頼朝,源頼家,源実朝,北条時頼,3
482,本居宣長が『古事記傳』において、漢心（からごころ）を排し、日本古来の清らかな精神を指して用いた言葉はどれか,江戸時代,武士道,大和だましい（真心）,実証主義,幽玄,2
483,『雨月物語』の「蛇性の婬」において、蛇の化身である真女児に執着される主人公の青年の名は何か,江戸時代,豊雄,正太郎,源五兵衛,伊右衛門,1
484,松尾芭蕉の門人で、『猿蓑』の撰者の一人。芭蕉の死後、その教えを忠実に守り「蕉門の至宝」と呼ばれたのは誰か,江戸時代,向井去来,宝井其角,服部土芳,森川許六,1
485,江戸後期の滑稽本の傑作『浮世風呂』や『浮世床』を著し、当時の庶民の会話を生き生きと活写したのは誰か,江戸時代,十返舎一九,式亭三馬,山東京伝,柳亭種彦,2
486,『南総里見八犬伝』の序盤において、伏姫が山中で共に過ごし、八個の珠の源流となった犬の名は何か,江戸時代,ハチ,八房（やつふさ）,シロ,太郎,2
487,江戸時代、上田秋成が本居宣長に対して、「古事記の記述は比喩であり、すべてが事実ではない」と反論して展開された激しい論争を何と呼ぶか,江戸時代,没理想論争,日の神論争,国学論争,文学論争,2
488,『人情本』の代表的作者で、江戸末期の男女の恋愛を写実的に描き、『春色梅児誉美（しゅんしょくうめよみ）』を著したのは誰か,江戸時代,山東京伝,為永春水,式亭三馬,柳亭種彦,2
